el comentario	"comment, commentary, remark"
el fallo	"mistake/failure, ruling/judgment/verdict"
el bloque	block
la instalación	"installation, plant, system"
la precisión	"precision, accuracy, preciseness"
la liberalización	liberalization
*** 1291 - 1300 (/course/195609/spanish-nouns-1-2/130/)	
la autorización	"authorization, license, consent"
la subida	"ascent/climb, slope, rise/increase"
la raíz	"root; cause, origin"
la renuncia	"renunciation, waiver, resignation"
la cuenca	"basin, watershed, bowl"
la muchacha	"girl, lass, young girl"
el jurado	"juror, panel, jury"
el tramo	"stretch/span/tranche, length, lot of land"
el prestigio	"prestige, status, standing"
la oración	"oration, sentence, prayer"
*** 1301 - 1310 (/course/195609/spanish-nouns-1-2/131/)	
el trigo	"wheat, grain"
el ama	"housewife, lady of the house, housekeeper"
el toro	"bull, Taurus, strong man (fig.)"
el humo	"smoke, fume, fumes"
el diablo	devil
el flujo	"flux, flow, discharge"
el reto	"scolding, challenge, insult"
el sacrificio	"sacrifice, offering"
la jurisdicción	jurisdiction
el correo	"mail, post, airmail"
*** 1311 - 1320 (/course/195609/spanish-nouns-1-2/132/)	
la identificación	"identification, credentials, sense of belonging"
el archivo; los archivos	"archive, records"
el sucesor	"successor, heir"
la geografía	geography
el monumento	"monument, monumental work(s)"
la catedral	cathedral
el expediente	"dossier/record/file, expedient, proceedings"
el soporte	"support, mounting, bearing"
la legislatura	"legislature, term in office, legislative body"
la calma	"calmness, calm, lull"
*** 1321 - 1330 (/course/195609/spanish-nouns-1-2/133/)	
la escalera	"stairway, staircase, stairs"
la emoción	"emotion, thrill, feeling"
el cristal	"crystal, glass"
el tigre	tiger
el guión	"hyphen, script, screenplay"
el llamamiento	"call, asking, appeal"
el creador	"creator, maker, originator"
la península	peninsula
el alimento	"aliment, food, nourishment"
la miseria	"misery, squalor, pittance"
*** 1331 - 1340 (/course/195609/spanish-nouns-1-2/134/)	
la agenda	"appointment book, diary, calendar"
la risa	"laughter, laugh"
la herencia	"heritage, inheritance, heredity"
el exilio	"exile, exiles"
la creencia	"credence, faith, belief"
el enfrentamiento	"confrontation, face-off, clash"
el casco	"helmet, shell, hoof"
el salón	"salon, lounge, saloon"
la ciudadanía	"citizenship, citizens"
el cliente; la cliente	"client, customer"
*** 1341 - 1350 (/course/195609/spanish-nouns-1-2/135/)	
el planteamiento	"setting of a question, approach,  proposal, point of view"
la flexibilidad	"flexibility, suppleness, pliancy"
el sesenta	"sixty, threescore"
el senador	senator
la sabiduría	"wisdom, knowledge"
la persecución	"persecution, pursuit"
los alrededores	"surroundings, environs, neighborhood"
la antigüedad	antiquity
el circuito	"circuit, system, loop"
el debut	"debut, premiere"
*** 1351 - 1360 (/course/195609/spanish-nouns-1-2/136/)	
el agradecimiento	"gratitude, acknowledgment, gratefulness"
la aceptación	"acceptance/acceptation, uptake; recognition"
el empresario	"entrepreneur, businessman, manager"
el poblado	"settlement/locality, village, town"
la circunstancia	"circumstance, situation, circumstances"
la prosperidad	"prosperity, welfare"
el virus	virus
el paseo	"walk, stroll, parade"
el balón	"ball, balloon, bale"
*** 1361 - 1370 (/course/195609/spanish-nouns-1-2/137/)	
la alimentación	"alimentation, nutrition, feeding"
la guía	"guide, guidebook, guideway"
la dependencia	"dependence, dependency, reliance"
el sombrero	hat
la argentina	Argentinean (fem.)
la promesa	promise; pledge
la admiración	"admiration, wonderment"
el pecado	"sin, sinfulness, crime"
el comisario	"commisioner, superintendent/inspector (police), commisar"
la afirmación	"affirmation, statement, assertion"
*** 1371 - 1380 (/course/195609/spanish-nouns-1-2/138/)	
la valoración	"valuation, assessment, titration"
el rigor	"rigor, severity, stringency"
la nariz	nose
la merced	"mercy, favour, grace/clemency"
el ingeniero	engineer
la roca	"rock, boulder, stone"
la llave	"key, lock, tap/faucet"
la inspiración	"inspiration, inhalation"
la comparación	"comparison, simile"
el cardenal	cardinal; cardinal bird; bruise
*** 1381 - 1390 (/course/195609/spanish-nouns-1-2/139/)	
la ubicación	"location, whereabouts, position"
la eficiencia	efficiency
la ideología	ideology
la vegetación	"vegetation, flora, plant growth"
la tristeza	"sadness, sorrow, gloom"
la herramienta	tool
el suceso	"event, incident, outcome"
el responsable; la responsable	"person responsible, culprit"
el estrecho	"strait, straits (geog.); predicament"
la represión	"repression, suppression, control"
*** 1391 - 1400 (/course/195609/spanish-nouns-1-2/140/)	
la nacionalidad	"nationality, citizenship"
la sucesión	"succession, inheritance, series/sequence"
la medalla	"medal, badge, medallion"
el monarca; la monarca	monarch
la inflación	inflation
el guarda; la guarda	"security guard, garrison (f), guardianship (f)"
la sensibilidad	"sensibility, sensitiveness, sensitivity"
la inclusión	"inclusion, incorporation, integration"
el congreso	"congress, Congress"
la rebelión	"rebellion, uprising, revolt"
*** 1401 - 1410 (/course/195609/spanish-nouns-1-2/141/)	
el dedo	"finger, digit, toe"
la cima	"top, summit, peak"
la tranquilidad	"tranquility, peace, quiet"
la paciencia	"patience, forbearance"
la editorial	"publishing house, publisher"
el asiento	"seat, seating, place"
el recinto	"enclosure, compound, precinct"
la globalización	globalization
la criatura	"creature, thing, infant"
la exportación	"exportation, export"
*** 1411 - 1420 (/course/195609/spanish-nouns-1-2/142/)	
el abandono	"abandon, abandonment, neglect"
la incorporación	"incorporation, admission, inclusion"
el ganador	winner
el suministro	"supply, provision, supplying"
el liderazgo	"(pol.) leadership, lead"
el cariño	"affection, love, dear (one)"
la asamblea	"assembly, conference, gathering"
la lesión	"lesion, injury, wound"
la redacción	"redaction/writing, drafting, editorial staff"
la pelea	"fight, scuffle, quarrel"
*** 1421 - 1430 (/course/195609/spanish-nouns-1-2/143/)	
el buque	"vessel, ship; bouquet"
la presidenta	"woman president, chairwoman"
la nobleza	"nobility, nobleness, noblesse"
el sufrimiento	"suffering, pain"
la documentación	"documentation, documents, paperwork"
la expulsión	"expulsion, ejection"
el baloncesto	basketball
la esquina	corner
la viuda	widow
el baño	"bath(room), toilet, swim"
*** 1431 - 1440 (/course/195609/spanish-nouns-1-2/144/)	
los comicios	"elections, legislative assembly"
el hincapié	"emphasis, stress"
el estatuto	"statute (law, pol.), by-law"
el ordenador	computer
la reproducción	"reproduction, copy, replica"
la minoría	minority
la tela	"cloth, fabric, canvas"
el sabor	"flavour, taste, spice"
la trama	"plot, weave, conspiracy"
las vacaciones	"vacation, holidays (pl)"
*** 1441 - 1450 (/course/195609/spanish-nouns-1-2/145/)	
el traslado	"transfer, move, money transfer (Colombia)"
el pretexto	"pretext, excuse, plea"
la fachada	"facade, front, face"
el desprecio	"contempt, disdain, scorn"
la ministra	"woman minister, secretary, Secretary of State"
el filme	"film, movie, picture"
el perfil	"profile, contour, outline"
la cuota	"quota; fee, share"
la índole	"nature, character, type"
el funcionario	"functionary, civil servant, official"
*** 1451 - 1460 (/course/195609/spanish-nouns-1-2/146/)	
el coro	"choir, chorus"
la instrucción	"instruction, training, education"
la renovación	"renovation, renewal"
el convento	"convent, cloister, nunnery"
la mitología	mythology
la sierra	"sierra, saw, mountain range"
la selva	"forest, jungle, selva"
la acusación	"accusation, indictment, charge"
el desastre	"disaster, calamity"
la convicción	"conviction, persuasion, belief"
*** 1461 - 1470 (/course/195609/spanish-nouns-1-2/147/)	
la debilidad	"debility, frailty, feebleness"
la ruptura	"rupture, breaking, breakdown"
la magia	magic
el mérito	"merit, value, achievements"
la movilidad	"mobility, movement"
el acontecimiento	"event, occurrence, occasion"
el rol	"role, roll"
la convocatoria	"summons, call (jur.)"
el cementerio	"graveyard, cemetery, burial ground"
la transferencia	"transfer, transference"
*** 1471 - 1480 (/course/195609/spanish-nouns-1-2/148/)	
la abarca	"Spanish sandal, abarca"
el socio	"associate, partner (in a company)"
el treinta	"thirty, thirtieth"
la novia	"girlfriend, fiancée"
el perdón	"pardon, forgiveness, absolution"
el ochenta	eighty
la ética	"ethic, ethics"
la facultad	"faculty, power, univ dept"
el bolsillo	"pocket, personal cash"
*** 1481 - 1490 (/course/195609/spanish-nouns-1-2/149/)	
el español	"Spaniard, spanish"
el instituto	"institute, institution, school"
el grabado	"engraving, etching"
el infierno	"hell, inferno, Hades"
la tarjeta	"card, business card, calling card"
la síntesis	"synthesis, summary, mixture"
la adquisición	"acquisition, buy/purchase"
el retraso	"retardation, delay, lag"
la ira	"wrath, anger, ire"
el tránsito	"transit, traffic, death"
*** 1491 - 1500 (/course/195609/spanish-nouns-1-2/150/)	
la armonía	"harmony, amity, friendliness"
el automóvil	"car, automobile, motor"
la fuga	"leakage, leak, escape"
la misa	mass
el balance	"balance sheet, balance, stocktaking"
el arreglo	"arrangement, fix, settlement"
la cobertura	"coverage, cover, hedge"
el dato	"datum, piece of information, news"
la violación	"violation, rape, breach"
el pescado	"fish, seafood"
*** 1501 - 1510 (/course/195609/spanish-nouns-1-2/151/)	
el intercambio	"exchange, interchange, swap"
la danza	dance
el componente	"component, constituent, constituent part"
el plato	"plate, dish, platter"
la copia	"copy, facsimile, reproduction"
la mención	"mention, citation, reference"
el primo	cousin
el cristianismo	"Christianity, Christendom, the Christian world"
el manejo	"management, handling, operation"
el asesino	"killer, assassin, murderer"
*** 1511 - 1520 (/course/195609/spanish-nouns-1-2/152/)	
el nacionalista; la nacionalista	"nationalist, nationalistic"
el horror	"horror, dread, terror"
la unanimidad	unanimity
el contraste	"contrast, opaque dye, contrast medium"
el eco	"echo, influence, faint sound"
el pendiente; la pendiente	"slope (f), descent (f), pendant (m)"
el editor	"editor, publisher"
el científico	scientist
la abundancia	"plenty, abundance, affluence"
la copa	"cup, glass, goblet"
*** 1521 - 1530 (/course/195609/spanish-nouns-1-2/153/)	
la disminución	"decrease, decline, reduction"
la casualidad	"coincidence, chance, accident"
la credibilidad	credibility
el noreste	northeast
el apellido	"last name, surname, family name"
la tormenta	"storm, thunderstorm"
el laboratorio	"laboratory, lab"
la tribu	tribe
el otoño	"fall, autumn, twilight"
la fauna	"wildlife, fauna, strange people"
*** 1531 - 1540 (/course/195609/spanish-nouns-1-2/154/)	
el dispositivo	"mechanism, device, presence"
el arroz	rice
el águila	eagle
el ayuntamiento	"city council, city hall, town hall"
la guerrilla	"guerrilla, guerilla, guerrilla band"
el mapa	"map, plan, lunar landscape"
el refugio	"refuge, retreat, haven"
la angustia	"distress, anguish, agony"
el asalto	"assault, round, storm"
el protocolo	"protocol, convention"
*** 1541 - 1550 (/course/195609/spanish-nouns-1-2/155/)	
el hombro	shoulder
el anillo	"ring, ring road, loop"
el esquema	"diagram, outline, scheme"
el canciller; la canciller	"chancellor, ambassador"
el retrato	"portrait, picture, portraiture"
la recomendación	"recommendation, suggestion"
la acogida	"reception, welcome, woman to be sheltered"
la exigencia	"requirement, demand, exigency"
el oído	"hearing, ear, inner ear"
el salario	"wages, pay, wage"
*** 1551 - 1560 (/course/195609/spanish-nouns-1-2/156/)	
la navegación	"navigation, shipping, sailing"
el nido	"nest, den"
la catástrofe	"catastrophe, disaster"
el despacho	"office, dispatch, despatch"
la afición	"fondness, hobby, love"
los invitados	"guests, invited"
la pluma	"pen, feather, plume"
el tercio	"third, subject, gooseberry"
el cuartel	"quarter, barracks, station"
el tomo	"volume, tome"
*** 1561 - 1570 (/course/195609/spanish-nouns-1-2/157/)	
el costo	"cost, charge, price"
la inquietud	"restlessness, uneasiness, anxiety"
la droga	"drug, dope, medicine"
la abuela	grandmother
la piedad	"piety, Pieta, compassion"
el aviso	"ad, notice, warning"
el logro	"achievement, accomplishment, attainment"
la vecina	"neighbor, resident, local (f)"
el quinto	"fifth, penny, cent"
la boda	"wedding, marriage, nuptials"
*** 1571 - 1580 (/course/195609/spanish-nouns-1-2/158/)	
el nombramiento	"appointment, nomination, designation"
la saga	"saga, dynasty, family line"
el acento	"accent, emphasis, accent mark"
el cuchillo	knife
el carbón	"coal, charcoal"
las diez	"ten, tenth"
el millón	"million, zillion"
la funda	"sheath, cover, holster"
el portugués	Portuguese
el transcurso	"course, passing"
*** 1581 - 1590 (/course/195609/spanish-nouns-1-2/159/)	
el pasto	"grazing, grass, pasture"
la ganadería	"cattle raising, animal husbandry, ranching"
el palo	"stick, pole, club"
la normativa	"regulations, rules"
el portero	"goalkeeper, goalie, porter"
la secuencia	sequence
el alza	"increase, rise, upswing"
el dibujo	"drawing, pattern, picture"
la ambición	"ambition, goal"
la pelota	"ball, sycophant, brown-noser"
*** 1591 - 1600 (/course/195609/spanish-nouns-1-2/160/)	
el lecho	"bedding, bed, litter"
las llamas	"llamas, flames"
el diámetro	diameter
el mito	"myth, legend"
el desafío	"challenge, defiance, rivalry"
el mono	"monkey, withdrawal symptoms, overalls, jumpsuit"
la exclusión	"exclusion, throwing off, termination"
el lema	"motto, watchword, slogan"
la desesperación	"desperation, despair, hopelessness"
el discípulo	"disciple, follower"
*** 1601 - 1610 (/course/195609/spanish-nouns-1-2/161/)	
el choque	"shock, crash, clash"
la llanura	"plain, prairie, flatness"
la sustitución	"substitution, replacement"
la censura	"censure, censorship, censoring"
la aportación	"input, share, contribution"
el convenio	"agreement, convention, contract"
la estatua	"statue, frozen"
la cena	"dinner, evening meal, dinner party"
el internet	"Internet, web"
el cañón	"canyon, gun, barrel"
*** 1611 - 1620 (/course/195609/spanish-nouns-1-2/162/)	
la bondad	"kindness, goodness, kindliness"
el vapor	"steam, vapor, vapour"
el importe	"amount, cost, purchase price"
la tripulación	crew
el ángulo	"angle, point of view, recess"
el asombro	"astonishment, wonder, amazement"
la limpieza	"cleaning, cleanup, cleanliness"
el gabinete	"cabinet, press office, office"
el carbono	carbon
la finca	"house in the country, ranch, farm, land"
*** 1621 - 1630 (/course/195609/spanish-nouns-1-2/163/)	
el alumno	"pupil, student"
el olvido	"oblivion, omission, forgetfulness"
el foro	forum
la contradicción	"contradiction, conflict, challenge"
la caballería	"chivalry, cavalry, horse"
el duelo	"grief, duel, mourning"
la fantasía	"fantasy, fantasia, fancy"
el nacionalismo	nationalism
la fiebre	"fever, temperature, frenzy"
la captura	"capture, catch, arrest"
*** 1631 - 1640 (/course/195609/spanish-nouns-1-2/164/)	
el cobre	copper
la imposición	"imposition, infliction, insistence"
el arroyo	"brook, stream, creek"
el demonio	"daemon, devil, demon"
el papa; la papa	"pope (m), potato (f), crisp (f)"
la herida	"wound, injury, hurt"
el campamento	"camp, encampment, camping"
la tortura	torture
el cerro	"hill, mountain"
el parlamento	"parliament, speech, dialogue"
*** 1641 - 1650 (/course/195609/spanish-nouns-1-2/165/)	
la certeza	"certainty, assurance"
la diosa	goddess
la continuación	"episode, continuation, sequel"
(el)(la) paciente	patient
la restauración	"restoration, renovation"
la dimisión	resignation
el panorama	"panorama, outlook"
el servidor	"server, servant"
la laguna	"gap, lagoon, lacuna"
el tesoro	"treasure, treasury, treasure chest"
*** 1651 - 1660 (/course/195609/spanish-nouns-1-2/166/)	
el altar	"altar, shrine, communion table"
el dictamen	"dictum, ruling, opinion"
la ingeniería	engineering
la miel	"honey, music, sweetness"
la complejidad	complexity
la compensación	"compensation, clearance, offset"
el obstáculo	"obstacle, obstruction, barrier"
el barro	"mud, clay, pimple"
la rabia	"rage, rabies, anger"
la monarquía	"monarchy, kingship"
*** 1661 - 1670 (/course/195609/spanish-nouns-1-2/167/)	
el cantón	"canton, corner of a building, quarter of a shield"
el carro	"car, cart, carriage"
la discografía	"discography, records, recordings"
la mentira	"lie, falsehood, deceit"
el dictador	dictator
el gen	gene
la órbita	"orbit, socket, zone of influence"
la onda	"wave, ripple, a pet"
el amparo	"support, shelter, cover"
la planificación	planning
*** 1671 - 1680 (/course/195609/spanish-nouns-1-2/168/)	
el pájaro	"bird, gay, queer"
la ermita	"hermitage, shrine, chapel"
el hilo	"yarn, thread, linen"
el grano	"grain, pimple, kernel"
la noción	"notion, idea, sense"
la compañera	"schoolmate, roommate, classmate"
el corredor	"broker, corridor, runner"
la estética	"aesthetics, esthetics"
la dosis	"dose, dosage, hit"
la escultura	"sculpture, carving"
*** 1681 - 1690 (/course/195609/spanish-nouns-1-2/169/)	
el estreno	"release, premiere, debut"
la vela	"sail, candle, wake"
el toque	"touch, dab, shock"
la delincuencia	"delinquency, crime"
la pierna	"leg, haunch, ham"
el león	lion
el arzobispo	archbishop
el aliento	"encouragement, breath, inspiration"
la reputación	"reputation, name, repute"
la tolerancia	"tolerance, toleration, allowance"
*** 1691 - 1700 (/course/195609/spanish-nouns-1-2/170/)	
la novedad	"novelty, fad, news"
la ganancia	"gain, profit, return"
el sólido	solid
la excelencia	"excellence, excellency, superior quality"
la convivencia	"living together, coexistence, cohabitation"
el sobrino	nephew
el rescate	"rescue, ransom, recovery"
la sanción	"sanction, fine, ban"
la ignorancia	ignorance
el reflejo	"reflex, reflection, image"
*** 1701 - 1710 (/course/195609/spanish-nouns-1-2/171/)	
la supervivencia	survival
la extradición	extradition
la envidia	"jealousy, envy"
el provecho	"advantage, profit, avail"
la feria	"fair, carnival, money"
las ocho	eight o'clock
el empeño	"pawn, determination, tenacity"
el cuero	"leather, skin, hide"
el papá	"dad, daddy, papa"
el frente	"front, forehead, brow"
*** 1711 - 1720 (/course/195609/spanish-nouns-1-2/172/)	
el énfasis	"emphasis, stress, firmness"
la alusión	"allusion, reference, mention"
el afecto	"affection, warmth, fondness"
el privilegio	"privilege, benefit, honor"
la hacienda	"estate, farm, treasury"
la vocación	"vocation, calling, call"
el instinto	"flair, instinct, urge"
la junta	"board, joint, junta"
el heredero	"heir, inheritor"
la prima	"premium, cousin, bonus"
*** 1721 - 1730 (/course/195609/spanish-nouns-1-2/173/)	
el abuso	"abuse, misuse, sexual abuse"
la lección	"lesson, section, class"
la franja	"fringe, ray, beam"
el cerdo	"pig, pork, swine"
el diagnóstico	"diagnostic, diagnosis, assessment"
el regalo	"gift, treat, present"
la seda	silk
el vaso	"glass, vessel, beaker"
la directiva	"directive, administration, board of directors"
la burguesía	"bourgeoisie, middle class, the middle-class"
*** 1731 - 1740 (/course/195609/spanish-nouns-1-2/174/)	
la ofensiva	offensive
el agujero	"hole, bore, shortfall"
la animación	"animation, social activities coordinator, entertainment team"
la integridad	"trustworthiness, wholeness, completeness"
la foto	"photo, photograph, pic"
el ángel	angel
la mercancía	"merchandise, goods"
el incidente	"incident, occurrence, event"
la cerveza	beer
el capitalismo	"capitalism, Capitalism"
*** 1741 - 1750 (/course/195609/spanish-nouns-1-2/175/)	
la esclavitud	"servitude, slavery, bondage"
la interacción	interaction
la propaganda	"propaganda, blurb, political material"
los acusados	"accused, charged, indicted (pl)"
el lamento	"lament, wail, moan"
la aviación	"aviation, air force"
el asentamiento	"settlement, settling"
el rincón	"corner, nook, spot"
la correspondencia	"correspondence, mail, collected letters"
las seis	six o'clock
*** 1751 - 1760 (/course/195609/spanish-nouns-1-2/176/)	
el encargo	"charge, commission, order"
la hierba	"grass, herb"
el aislamiento	"insulation, isolation, privacy"
el marqués	"marquis, marquess"
el ahorro	"saving, thrift, savings"
la disolución	"dissolution, solution, dissolving"
la lástima	"pity, shame, feel sorry for"
la tregua	"truce, lull, ceasefire"
la localización	"location, situation, positioning"
la relevancia	relevance
*** 1761 - 1770 (/course/195609/spanish-nouns-1-2/177/)	
el umbral	"threshold, doorstep, beginning"
el cabello	hair
la artillería	"artillery, gunnery, cannon"
la procesión	"procession, line"
la armonización	"harmonization, harmony, coordination"
la casación	"cassation, quashing, annulment"
la depresión	"depression, hollow, crisis"
el empate	"draw, dead heat, tie"
la prudencia	"prudence, care, judiciousness"
la galería	"gallery, balcony"
*** 1771 - 1780 (/course/195609/spanish-nouns-1-2/178/)	
el noventa	"ninety, ninetieth"
la sed	"thirst, hunger"
el político	politician
la garganta	"throat, neck, gorge"
el consentimiento	"consent, assent"
la lana	"wool, fleece, money"
la constancia	"constancy, persistence, determination"
el cura; la cura	"priest (m), cure (f), treatment (f)"
el trabajador	worker
*** 1781 - 1790 (/course/195609/spanish-nouns-1-2/179/)	
la escasez	"shortage, scarcity, dearth"
el comando	"command, commando, cell"
la querida	mistress
la proyección	"projection, showing, screening"
el mediodía	"noon, midday, noonday"
el cable	"assistance, hand, electric cable"
la firmeza	"firmness, steadiness, fastness"
el montón	"pile, heap, lot"
el desplazamiento	"displacement, trip, journey"
el defensor	"defender, advocate, proponent"
*** 1791 - 1800 (/course/195609/spanish-nouns-1-2/180/)	
el satélite	"satellite, satellite town, stooge"
la nube	"cloud, swarm, shroud"
la extinción	"extinction, expiry"
la convención	"convention, standard"
la gama	"frequency range, range, spectrum"
la cúpula	"cupola, dome, upper echelon"
la camiseta	"Company shirt, jersey, team shirt"
la grandeza	"greatness, grandeur, valor"
el giro	"turn, twirl, whirl"
el horario	"schedule, timetable"
*** 1801 - 1810 (/course/195609/spanish-nouns-1-2/181/)	
la recta	straight line
el centenar	"hundred, million, zillion"
el milagro	"miracle, wonder"
la aproximación	"approximation, approach, rapprochement"
el trámite	"formality, step, stage"
el líquido	"liquid, ready cash, fluid"
el pastor	pastor
el azar	"chance, random, luck"
el chino	"marijuana spliff, Chinese, joint"
la incertidumbre	"uncertainty, doubt"
*** 1811 - 1820 (/course/195609/spanish-nouns-1-2/182/)	
el taller	"workshop, studio, atelier"
el secuestro	"abduction, kidnapping, sequestration"
la humedad	"dampness, damp, humidity"
la alerta	"alert, warning"
la radiación	radiation
el ave	"bird, fowl, poultry"
el ingenio	"ingenuity, wit, inventiveness"
la atracción	"attraction, pull, draw"
el experto	"expert, connoisseur"
la encuesta	"poll, inquiry, survey"
*** 1821 - 1830 (/course/195609/spanish-nouns-1-2/183/)	
el sindicato	"union, trade union, labor union"
los japoneses	Japanese (pl)
el párrafo	paragraph
el robo	"theft, robbery, thievery"
la gallina	"chicken, hen, fowl"
el bando	"proclamation, public announcement, splinter group"
el espectro	"spectrum, ghost, field"
el armamento	"armaments, armament, arming"
el show	"show, display"
el fomento	"development, promotion, encouragement"
*** 1831 - 1840 (/course/195609/spanish-nouns-1-2/184/)	
el porvenir	"future, prospect"
el depósito	"deposit, reservoir, tank"
la paja	"hay, stalk, straw"
la salvación	"salvation, saving, deliverance"
la supresión	"suppression, abolition, elimination"
el bloqueo	"blockade, block, blockage"
el marino	"seaman, sailor, naval officer"
la talla	"size, height, stature"
el vino	wine
el trozo	"piece, portion, passage"
*** 1841 - 1850 (/course/195609/spanish-nouns-1-2/185/)	
la probabilidad	"likelihood, probability"
la ola	"spate, wave, flood"
la proposición	"proposal, introduction, clause"
el algodón	cotton
la inauguración	"opening, inauguration, start"
el prisionero	"prisoner, captive"
la productividad	"productivity, productive capacity, yield"
el moral; la moral	"mulberry (m), morals (f)"
la configuración	"shaping, configuration, lie"
el cometido	commitment
*** 1851 - 1860 (/course/195609/spanish-nouns-1-2/186/)	
el irlandés	"Irish, Irishman"
el túnel	"tunnel, bad patch, bad spell"
la acumulación	"accumulation, build up"
la obtención	"obtaining, procurement, attainment"
la apuesta	"bet, betting, wager"
la revelación	"revelation, epiphany, eye-opener"
el afán	"eagerness, toil, effort"
la fruta	"fruit, plant crop"
la indiferencia	"indifference, nonchalance, disregard"
la coherencia	"coherence, coherency, connection"
*** 1861 - 1870 (/course/195609/spanish-nouns-1-2/187/)	
la agrupación	"group, association"
la modernización	"modernization, upgrade, up-dating"
la recepción	"receipt, reception, bars"
la consolidación	"consolidation, merging, combination"
la pausa	"pause, break, rest"
la cría	"breeding, rearing, young"
la oreja	"ear, lug, tab"
la sequía	"drought, block, lack of inspiration"
la perfección	perfection
el vidrio	"piece of glass, splinter of glass"
*** 1871 - 1880 (/course/195609/spanish-nouns-1-2/188/)	
la dominación	"domination, rule"
la psicología	psychology
el hueso	"bone, stone, pit"
la célula	cell
la primera	"first gear, first"
el oxígeno	oxygen
la conversión	"conversion, exchange, transformation"
la inscripción	"enrollment, inscription, registration"
el consuelo	"comfort, solace, consolation"
la invitación	"invitation, invite, appeal"
*** 1881 - 1890 (/course/195609/spanish-nouns-1-2/189/)	
la botella	"bottle, spin the bottle"
el efectivo	"cash, forces of law and order, police"
el queso	"cheese, mixture of acetamenophen with a small amount of heroin, hunk"
el gallo	"rooster, cock"
la fila	"row, line, rank"
la agresión	"aggression, attack, battery"
la perdiz	partridge
el chocolate	"chocolate, cocoa, dope"
la ratificación	"ratification, confirmation, approval"
la variación	"variation, shift"
*** 1891 - 1900 (/course/195609/spanish-nouns-1-2/190/)	
la barrera	"barrier, wall, bar"
el almacenamiento	storage
la preferencia	"preference, priority"
la legitimidad	legitimacy
el bebé	"baby, babe, newborn"
la caridad	"charity, kindness, funeral tea"
el océano	"ocean, sea, logjam"
la matanza	"massacre, kill, butchery of animals"
la traición	"treason, betrayal, treachery"
el frac	"dress-coat, frock coat, tail-coat"
*** 1901 - 1910 (/course/195609/spanish-nouns-1-2/191/)	
el requisito	"requirement, requisite"
el setenta	"seventy, seventies"
la compasión	"compassion, sympathy, pity"
la flora	"flora, plant life, Flora"
el ladrón	"thief, burglar, robber"
la sanidad	"health, sanitation, health service"
la camisa	"shirt, sleeve, jacket"
el pilar	"pillar, base, foundation"
la maestra	"teacher (f), school teacher (f), master (f)"
los elegidos	elected (pl)
*** 1911 - 1920 (/course/195609/spanish-nouns-1-2/192/)	
la apelación	appeal
el récord	record
el experimento	"experiment, experimentation"
el dólar	"dollar, buck"
la superioridad	superiority
la lealtad	loyalty
el pasaje	"passage, fare, passageway"
el terremoto	"earthquake, quake, tornado"
el racismo	"racism, racialism"
la naranja	orange
*** 1921 - 1930 (/course/195609/spanish-nouns-1-2/193/)	
el autobús	"bus, omnibus, school bus"
la devoción	"devotion, dedication, veneration"
la barra	"rod, bar, stick"
el envío	"sending, shipment, shipping"
el acercamiento	"rapprochement, approach, zoom"
el fantasma; la fantasma	"ghost (m), phantom (m), shadow (m)"
el corral	"barnyard, corral, pen"
la placa	"plaque, tartar, license plate"
la comercialización	"commercialisation, putting on sale, putting on the market"
el anciano	"elderly, elder, old man"
*** 1931 - 1940 (/course/195609/spanish-nouns-1-2/194/)	
la controversia	"controversy, argument"
la implantación	"implantation, establishment, introduction"
el monstruo	"monster, freak, dog"
el montaje	"assembly, mounting, montage"
la honra	"honor, honour UK, honor US"
la cláusula	clause
el caudal	"flow, volume, volume of flow"
la contratación	"hiring, contracting"
el retiro	"retirement, withdrawal, retreat"
el abismo	"abyss, chasm, gulf"
*** 1941 - 1950 (/course/195609/spanish-nouns-1-2/195/)	
la portada	"front, title page, sleeve"
la latitud	latitude
la vaca	"cow, beef, fat cow"
la ecuación	equation
el verso	"verse, verso, line"
la colina	hill
el sueldo	"pay, salary, income"
el tronco	"log, trunk, stem"
la simpatía	"sympathy, friendliness, liking"
el restaurante	restaurant
*** 1951 - 1960 (/course/195609/spanish-nouns-1-2/196/)	
el novio	"boyfriend, groom, fiancé, sweetheart"
las denuncias	"denunciations, complaints, denouncements"
la recompensa	"reward, recompense"
el consejero	"adviser, counselor, councilor"
el levantamiento	"uprising, lifting, lift"
el orador	"speaker, orator"
el tributo	"tax, tribute, fee"
la infracción	"infraction, breach, infringement"
el auge	"boom, upswing, heyday"
el catedrático	professor
*** 1961 - 1970 (/course/195609/spanish-nouns-1-2/197/)	
la maquinaria	"machinery, plant, mechanism"
el varón	"male, man, son"
la oveja	"ewe, sheep"
el oriente	"east, East, orient"
la convergencia	convergence
la indemnización	"compensation, indemnification"
el repertorio	"repertoire, repertory, catalog"
el marcador	"scoreboard, marker, bookmark"
la pistola	"gun, pistol, handgun"
la niebla	"fog, mist, blur"
*** 1971 - 1980 (/course/195609/spanish-nouns-1-2/198/)	
la hermosura	beauty
el film	"film, movie"
la cartera	"portfolio, bag, purse"
la pretensión	"pretense, claim, pretension"
el infinito	"infinite, infinity"
la prestación	"benefit, compensation"
el portal	"portal, doorway, gate"
la alarma	alarm
el milenio	millennium
la bienvenida	"welcome, greeting"
*** 1981 - 1990 (/course/195609/spanish-nouns-1-2/199/)	
la designación	"naming, appointment"
